date,month,week,platform,campaign,posts,impressions,likes,comments,shares,sentiment,hashtags,text
2025-03-30,2025-03,2025-03-24/2025-03-30,Instagram,HolidayPush,5,39682,1590,136,119,0.046,#event,Holiday sale starts now — big discounts!
2025-09-12,2025-09,2025-09-08/2025-09-14,Twitter,,1,5114,192,0,26,0.063,,New blog post: marketing strategies for 2025.
2024-10-29,2024-10,2024-10-28/2024-11-03,Instagram,,10,76744,4659,69,214,0.533,,Launching our new product today! Check it out.
2025-08-18,2025-08,2025-08-18/2025-08-24,Linkedin,EngagementBoost,1,1854,57,9,7,0.096,#giveaway #sale,Join our giveaway — win prizes!
2025-08-17,2025-08,2025-08-11/2025-08-17,Instagram,Community,2,14033,846,61,34,-0.431,#launch #viral,Launching our new product today! Check it out.
2024-03-09,2024-03,2024-03-04/2024-03-10,Facebook,HolidayPush,1,15949,929,56,27,0.108,#giveaway #howto,Top 5 tips to boost engagement.
2024-05-08,2024-05,2024-05-06/2024-05-12,Instagram,HolidayPush,3,24678,1836,91,69,0.083,,Customer testimonial — we love feedback.
2024-07-14,2024-07,2024-07-08/2024-07-14,Facebook,Community,2,16871,958,45,22,0.17,#launch,Holiday sale starts now — big discounts!
2024-05-19,2024-05,2024-05-13/2024-05-19,Linkedin,BrandAwareness,3,7895,307,21,26,0.161,#event,Holiday sale starts now — big discounts!
2025-03-19,2025-03,2025-03-17/2025-03-23,Twitter,,1,4927,310,14,15,0.085,#tips,Live Q&A tomorrow — set a reminder.
2024-10-09,2024-10,2024-10-07/2024-10-13,Twitter,BrandAwareness,2,10399,841,35,37,0.195,,Holiday sale starts now — big discounts!
2024-11-07,2024-11,2024-11-04/2024-11-10,Twitter,BrandAwareness,1,2153,106,9,6,-0.343,,Join our giveaway — win prizes!
2025-06-18,2025-06,2025-06-16/2025-06-22,Twitter,Community,2,6710,618,25,18,0.871,#news,Behind the scenes from our team meeting.
2025-10-26,2025-10,2025-10-20/2025-10-26,Linkedin,HolidayPush,1,2396,149,8,7,0.105,#sale,New blog post: marketing strategies for 2025.
2024-10-03,2024-10,2024-09-30/2024-10-06,Instagram,Community,2,15272,807,82,63,-0.294,#giveaway,Holiday sale starts now — big discounts!
2024-03-01,2024-03,2024-02-26/2024-03-03,Facebook,EngagementBoost,1,9042,429,51,36,-0.436,,Launching our new product today! Check it out.
2024-11-14,2024-11,2024-11-11/2024-11-17,Instagram,ProductLaunch,5,39730,2539,265,169,0.242,,Collab announcement — exciting news.
2024-02-21,2024-02,2024-02-19/2024-02-25,Instagram,,3,28868,1678,104,21,-0.059,#brand,Collab announcement — exciting news.
2024-06-01,2024-06,2024-05-27/2024-06-02,Twitter,Community,3,10481,359,31,42,0.185,#event,We hit a milestone — thank you!
2024-11-06,2024-11,2024-11-04/2024-11-10,Facebook,,1,10479,962,40,38,0.822,#event #howto,Behind the scenes from our team meeting.
2025-06-27,2025-06,2025-06-23/2025-06-29,Twitter,,2,8673,462,25,43,0.089,,Collab announcement — exciting news.
2025-07-20,2025-07,2025-07-14/2025-07-20,Linkedin,,1,1505,137,5,3,0.461,#tips,Customer testimonial — we love feedback.
2025-01-23,2025-01,2025-01-20/2025-01-26,Instagram,BrandAwareness,7,59442,2268,286,160,-0.262,#sale,Behind the scenes from our team meeting.
2025-07-01,2025-07,2025-06-30/2025-07-06,Instagram,BrandAwareness,3,23623,1871,99,77,0.172,,We hit a milestone — thank you!
2025-09-13,2025-09,2025-09-08/2025-09-14,Linkedin,EngagementBoost,1,1799,156,6,1,-0.218,#howto #sale,We hit a milestone — thank you!
2024-06-25,2024-06,2024-06-24/2024-06-30,Linkedin,Community,1,3904,333,20,1,-0.325,,Join our giveaway — win prizes!
2024-12-27,2024-12,2024-12-23/2024-12-29,Instagram,,3,25635,1743,188,84,0.146,#news #brand,Behind the scenes from our team meeting.
2024-11-09,2024-11,2024-11-04/2024-11-10,Facebook,,2,18372,1468,47,33,0.599,#viral #news #sale,New blog post: marketing strategies for 2025.
2024-04-06,2024-04,2024-04-01/2024-04-07,Twitter,BrandAwareness,1,4870,337,22,8,0.418,#giveaway,We hit a milestone — thank you!
2024-07-31,2024-07,2024-07-29/2024-08-04,Linkedin,,1,2976,117,10,10,1.0,#news,Behind the scenes from our team meeting.
2024-05-16,2024-05,2024-05-13/2024-05-19,Youtube,,2,20520,1400,47,28,0.062,#event,We hit a milestone — thank you!
2024-01-06,2024-01,2024-01-01/2024-01-07,Youtube,,1,7578,289,19,28,0.199,#news,Join our giveaway — win prizes!
2024-04-18,2024-04,2024-04-15/2024-04-21,Linkedin,ProductLaunch,1,2936,104,9,6,0.313,#viral,Launching our new product today! Check it out.
2025-06-30,2025-06,2025-06-30/2025-07-06,Instagram,Community,3,19748,1295,141,41,0.12,,Holiday sale starts now — big discounts!
2024-02-08,2024-02,2024-02-05/2024-02-11,Linkedin,,1,3471,167,20,11,0.391,,Behind the scenes from our team meeting.
2025-10-23,2025-10,2025-10-20/2025-10-26,Facebook,,4,35857,3291,79,63,-0.109,#howto,Launching our new product today! Check it out.
2025-02-28,2025-02,2025-02-24/2025-03-02,Instagram,EngagementBoost,1,10209,956,51,48,-0.162,#marketing,Top 5 tips to boost engagement.
2025-09-21,2025-09,2025-09-15/2025-09-21,Twitter,HolidayPush,2,9708,1114,19,28,-0.1,#sale #giveaway,We hit a milestone — thank you!
2024-09-17,2024-09,2024-09-16/2024-09-22,Youtube,,1,15291,500,42,45,-0.273,#sale,New blog post: marketing strategies for 2025.
2025-03-01,2025-03,2025-02-24/2025-03-02,Youtube,ProductLaunch,1,50,1,0,0,-0.509,#news,Join our giveaway — win prizes!
2024-03-27,2024-03,2024-03-25/2024-03-31,Instagram,,1,10688,826,85,43,0.026,#tips #giveaway #howto,New blog post: marketing strategies for 2025.
2025-04-09,2025-04,2025-04-07/2025-04-13,Linkedin,,2,4984,267,1,12,-0.702,,Holiday sale starts now — big discounts!
2024-03-16,2024-03,2024-03-11/2024-03-17,Linkedin,,3,7953,362,32,29,-0.06,#giveaway,Customer testimonial — we love feedback.
2025-04-15,2025-04,2025-04-14/2025-04-20,Instagram,HolidayPush,4,30216,1581,145,113,-0.644,#tips #sale,Launching our new product today! Check it out.
2025-02-17,2025-02,2025-02-17/2025-02-23,Twitter,Community,4,18018,1054,62,80,0.64,#news #tips,We hit a milestone — thank you!
2025-04-01,2025-04,2025-03-31/2025-04-06,Facebook,HolidayPush,1,10532,771,45,26,-0.06,#howto #news,Behind the scenes from our team meeting.
2024-10-11,2024-10,2024-10-07/2024-10-13,Twitter,,1,3512,83,11,13,-0.904,#event,We hit a milestone — thank you!
2024-08-26,2024-08,2024-08-26/2024-09-01,Instagram,,3,27214,1854,143,97,0.091,#news #giveaway #marketing,Customer testimonial — we love feedback.
2025-11-07,2025-11,2025-11-03/2025-11-09,Facebook,BrandAwareness,1,12638,709,41,43,0.173,#tips #news,Join our giveaway — win prizes!
2025-08-21,2025-08,2025-08-18/2025-08-24,Youtube,HolidayPush,1,8803,388,45,6,-0.13,#brand #news,Collab announcement — exciting news.
2025-10-14,2025-10,2025-10-13/2025-10-19,Facebook,,2,21002,1843,125,89,0.645,#news #howto,Live Q&A tomorrow — set a reminder.
2025-11-02,2025-11,2025-10-27/2025-11-02,Linkedin,,1,2842,146,16,11,0.286,#event,Launching our new product today! Check it out.
2025-07-11,2025-07,2025-07-07/2025-07-13,Twitter,BrandAwareness,4,14233,756,51,52,-0.006,#brand,Customer testimonial — we love feedback.
2025-01-06,2025-01,2025-01-06/2025-01-12,Instagram,Community,2,17985,978,0,43,0.264,#event #launch,Customer testimonial — we love feedback.
2025-05-09,2025-05,2025-05-05/2025-05-11,Facebook,,2,19912,1816,99,92,0.622,#news,Live Q&A tomorrow — set a reminder.
2025-09-15,2025-09,2025-09-15/2025-09-21,Twitter,ProductLaunch,1,6581,409,7,19,-0.345,#marketing,New blog post: marketing strategies for 2025.
2024-02-14,2024-02,2024-02-12/2024-02-18,Youtube,HolidayPush,2,32305,1893,159,112,-0.207,#marketing,New blog post: marketing strategies for 2025.
2025-02-04,2025-02,2025-02-03/2025-02-09,Instagram,,2,16533,1284,78,30,0.089,#tips,Launching our new product today! Check it out.
2024-09-03,2024-09,2024-09-02/2024-09-08,Twitter,,4,15895,243,56,42,-0.506,#event #launch,Top 5 tips to boost engagement.
2025-09-07,2025-09,2025-09-01/2025-09-07,Twitter,BrandAwareness,2,5546,355,22,17,0.18,#event #howto,Holiday sale starts now — big discounts!
2025-08-19,2025-08,2025-08-18/2025-08-24,Youtube,,2,30036,1933,207,63,0.656,#tips #launch,Collab announcement — exciting news.
2025-03-25,2025-03,2025-03-24/2025-03-30,Instagram,Community,2,15835,1212,104,37,0.036,#viral,Behind the scenes from our team meeting.
2025-04-29,2025-04,2025-04-28/2025-05-04,Instagram,,3,22878,1507,75,80,-0.474,#viral,Live Q&A tomorrow — set a reminder.
2025-10-07,2025-10,2025-10-06/2025-10-12,Instagram,Community,3,24051,899,5,97,0.361,#giveaway #viral,We hit a milestone — thank you!
2025-09-11,2025-09,2025-09-08/2025-09-14,Linkedin,ProductLaunch,2,6575,176,46,10,0.655,,Collab announcement — exciting news.
2024-01-18,2024-01,2024-01-15/2024-01-21,Instagram,BrandAwareness,2,19275,1402,16,102,-0.872,#tips #brand,Customer testimonial — we love feedback.
2025-08-28,2025-08,2025-08-25/2025-08-31,Instagram,,4,35268,1769,147,75,0.266,#brand,Customer testimonial — we love feedback.
2025-10-23,2025-10,2025-10-20/2025-10-26,Instagram,BrandAwareness,1,5508,294,21,10,0.307,#event,Customer testimonial — we love feedback.
2024-10-15,2024-10,2024-10-14/2024-10-20,Facebook,HolidayPush,2,24738,1060,120,112,0.247,#tips,We hit a milestone — thank you!
2025-02-17,2025-02,2025-02-17/2025-02-23,Instagram,BrandAwareness,4,30823,1858,203,113,0.162,#viral,Customer testimonial — we love feedback.
2025-09-29,2025-09,2025-09-29/2025-10-05,Twitter,,1,4895,286,20,19,0.122,#event,Top 5 tips to boost engagement.
2024-08-22,2024-08,2024-08-19/2024-08-25,Twitter,,1,4752,169,14,10,-0.011,#tips,New blog post: marketing strategies for 2025.
2025-02-19,2025-02,2025-02-17/2025-02-23,Facebook,ProductLaunch,1,9577,722,43,33,0.598,#brand,Top 5 tips to boost engagement.
2025-05-13,2025-05,2025-05-12/2025-05-18,Linkedin,,1,2838,129,3,15,0.112,#marketing,New blog post: marketing strategies for 2025.
2025-09-25,2025-09,2025-09-22/2025-09-28,Facebook,HolidayPush,2,15070,1334,39,32,0.923,#news,Live Q&A tomorrow — set a reminder.
2025-10-11,2025-10,2025-10-06/2025-10-12,Youtube,ProductLaunch,1,13569,871,48,50,0.411,#tips,New blog post: marketing strategies for 2025.
2024-04-24,2024-04,2024-04-22/2024-04-28,Pinterest,,1,1858,108,9,4,0.119,#launch,Behind the scenes from our team meeting.
2025-11-04,2025-11,2025-11-03/2025-11-09,Twitter,,1,6635,197,44,12,-0.241,#howto,Top 5 tips to boost engagement.
2024-08-21,2024-08,2024-08-19/2024-08-25,Linkedin,,1,2689,190,16,7,0.277,#marketing,Join our giveaway — win prizes!
2025-06-23,2025-06,2025-06-23/2025-06-29,Linkedin,BrandAwareness,1,2094,123,12,6,-0.212,#viral,Live Q&A tomorrow — set a reminder.
2024-01-11,2024-01,2024-01-08/2024-01-14,Youtube,BrandAwareness,3,40460,2566,250,114,-0.15,,We hit a milestone — thank you!
2024-07-24,2024-07,2024-07-22/2024-07-28,Twitter,ProductLaunch,2,7193,621,37,21,-0.047,,Holiday sale starts now — big discounts!
2025-11-09,2025-11,2025-11-03/2025-11-09,Facebook,BrandAwareness,1,5743,444,23,29,-0.368,,Top 5 tips to boost engagement.
2024-09-03,2024-09,2024-09-02/2024-09-08,Twitter,Community,1,4494,369,8,21,0.696,#tips,Collab announcement — exciting news.
2025-07-12,2025-07,2025-07-07/2025-07-13,Youtube,EngagementBoost,1,13364,157,54,42,-0.341,#launch #giveaway,Top 5 tips to boost engagement.
2024-05-06,2024-05,2024-05-06/2024-05-12,Instagram,ProductLaunch,1,10383,579,7,32,0.175,#news,Join our giveaway — win prizes!
2024-05-26,2024-05,2024-05-20/2024-05-26,Instagram,Community,3,27494,774,81,122,-0.199,#giveaway,Holiday sale starts now — big discounts!
2024-04-27,2024-04,2024-04-22/2024-04-28,Twitter,BrandAwareness,1,6267,435,25,23,-0.421,#sale,Join our giveaway — win prizes!
2025-01-16,2025-01,2025-01-13/2025-01-19,Instagram,,3,24551,548,101,80,0.001,,Customer testimonial — we love feedback.
2025-02-15,2025-02,2025-02-10/2025-02-16,Facebook,HolidayPush,1,12074,978,33,63,0.03,#howto,Customer testimonial — we love feedback.
2025-10-25,2025-10,2025-10-20/2025-10-26,Instagram,,1,8675,792,4,18,0.612,#brand,Customer testimonial — we love feedback.
2025-08-06,2025-08,2025-08-04/2025-08-10,Twitter,,1,1217,68,3,3,0.226,#viral,Live Q&A tomorrow — set a reminder.
2024-12-28,2024-12,2024-12-23/2024-12-29,Youtube,EngagementBoost,1,18277,1221,63,52,0.155,#brand,Customer testimonial — we love feedback.
2025-05-23,2025-05,2025-05-19/2025-05-25,Twitter,Community,2,8654,787,37,30,0.347,#tips,Launching our new product today! Check it out.
2024-05-16,2024-05,2024-05-13/2024-05-19,Linkedin,HolidayPush,2,5780,588,31,11,-0.018,#giveaway,Live Q&A tomorrow — set a reminder.
2024-06-23,2024-06,2024-06-17/2024-06-23,Instagram,,1,6769,634,22,23,-0.134,#giveaway,Live Q&A tomorrow — set a reminder.
2024-10-15,2024-10,2024-10-14/2024-10-20,Instagram,,3,22456,1589,72,61,-0.151,#news #brand,Collab announcement — exciting news.
2025-04-25,2025-04,2025-04-21/2025-04-27,Linkedin,,1,2612,241,7,10,-0.172,#sale #tips,Join our giveaway — win prizes!
2024-01-19,2024-01,2024-01-15/2024-01-21,Linkedin,,3,8446,343,32,22,0.184,#viral,Holiday sale starts now — big discounts!
2024-07-13,2024-07,2024-07-08/2024-07-14,Twitter,,2,5657,262,33,13,-0.431,#brand,Customer testimonial — we love feedback.
2024-11-25,2024-11,2024-11-25/2024-12-01,Pinterest,Community,1,2121,166,4,7,-0.001,#tips,Launching our new product today! Check it out.
2024-06-23,2024-06,2024-06-17/2024-06-23,Youtube,HolidayPush,1,20087,1216,1,62,0.544,#marketing,Live Q&A tomorrow — set a reminder.
2025-03-24,2025-03,2025-03-24/2025-03-30,Pinterest,HolidayPush,1,1921,141,8,5,0.187,#launch #event #giveaway,Top 5 tips to boost engagement.
2024-12-19,2024-12,2024-12-16/2024-12-22,Twitter,Community,1,1624,127,10,4,0.045,#howto,Behind the scenes from our team meeting.
2025-05-13,2025-05,2025-05-12/2025-05-18,Instagram,,3,23547,1851,108,59,-0.103,#brand,Behind the scenes from our team meeting.
2024-05-20,2024-05,2024-05-20/2024-05-26,Facebook,Community,1,10884,249,21,55,-0.221,,New blog post: marketing strategies for 2025.
2024-04-02,2024-04,2024-04-01/2024-04-07,Facebook,Community,1,11128,819,42,39,0.521,#tips,Join our giveaway — win prizes!
2024-08-26,2024-08,2024-08-26/2024-09-01,Instagram,BrandAwareness,3,24371,1154,100,91,0.116,#brand,Holiday sale starts now — big discounts!
2024-07-23,2024-07,2024-07-22/2024-07-28,Linkedin,,1,4215,274,22,14,-0.098,#event,New blog post: marketing strategies for 2025.
2025-07-13,2025-07,2025-07-07/2025-07-13,Instagram,BrandAwareness,4,32338,1652,73,106,-0.026,#sale,Live Q&A tomorrow — set a reminder.
2025-03-08,2025-03,2025-03-03/2025-03-09,Twitter,,1,4230,218,30,10,-0.23,#howto,Join our giveaway — win prizes!
2024-09-01,2024-09,2024-08-26/2024-09-01,Twitter,BrandAwareness,1,3317,157,10,7,0.119,#sale,We hit a milestone — thank you!
2024-11-12,2024-11,2024-11-11/2024-11-17,Linkedin,,1,3422,257,9,8,0.117,#viral,Behind the scenes from our team meeting.
2024-10-21,2024-10,2024-10-21/2024-10-27,Twitter,,1,6036,341,27,22,0.294,#viral #sale,New blog post: marketing strategies for 2025.
2025-10-01,2025-10,2025-09-29/2025-10-05,Linkedin,,1,2164,119,2,5,-0.452,#giveaway,Live Q&A tomorrow — set a reminder.
2024-10-08,2024-10,2024-10-07/2024-10-13,Facebook,Community,1,9674,516,78,41,0.127,,Collab announcement — exciting news.
2024-01-17,2024-01,2024-01-15/2024-01-21,Linkedin,Community,2,3473,249,17,16,0.277,#viral,Behind the scenes from our team meeting.
2024-03-11,2024-03,2024-03-11/2024-03-17,Pinterest,BrandAwareness,1,1498,64,5,1,0.024,#viral,Customer testimonial — we love feedback.
2024-09-25,2024-09,2024-09-23/2024-09-29,Facebook,,1,15907,1460,32,73,0.552,#marketing,Customer testimonial — we love feedback.
2024-11-20,2024-11,2024-11-18/2024-11-24,Pinterest,Community,2,3821,179,13,7,0.307,#giveaway,Collab announcement — exciting news.
2024-10-31,2024-10,2024-10-28/2024-11-03,Instagram,,1,8544,437,50,23,0.46,#brand #tips,Behind the scenes from our team meeting.
2025-03-26,2025-03,2025-03-24/2025-03-30,Twitter,HolidayPush,1,3125,188,10,9,-0.295,,New blog post: marketing strategies for 2025.
2024-01-07,2024-01,2024-01-01/2024-01-07,Instagram,Community,6,49074,3409,122,44,-0.557,#viral #sale,Behind the scenes from our team meeting.
2024-11-09,2024-11,2024-11-04/2024-11-10,Instagram,Community,4,31581,1778,170,73,0.179,#brand #viral,Live Q&A tomorrow — set a reminder.
2024-04-12,2024-04,2024-04-08/2024-04-14,Linkedin,Community,1,2995,165,5,9,-0.63,#brand,Holiday sale starts now — big discounts!
2024-07-11,2024-07,2024-07-08/2024-07-14,Instagram,HolidayPush,2,16251,1326,72,28,-0.129,#marketing,Live Q&A tomorrow — set a reminder.
2025-07-27,2025-07,2025-07-21/2025-07-27,Twitter,HolidayPush,2,9732,141,46,16,0.07,#howto #viral,We hit a milestone — thank you!
2025-06-12,2025-06,2025-06-09/2025-06-15,Facebook,Community,4,40505,1963,193,196,0.342,#sale,Customer testimonial — we love feedback.
2024-06-19,2024-06,2024-06-17/2024-06-23,Facebook,,1,7497,326,36,23,0.112,,Live Q&A tomorrow — set a reminder.
2025-06-20,2025-06,2025-06-16/2025-06-22,Twitter,,2,7236,375,15,29,0.589,,Top 5 tips to boost engagement.
2024-09-07,2024-09,2024-09-02/2024-09-08,Linkedin,HolidayPush,1,1171,102,4,5,-0.164,#tips,Top 5 tips to boost engagement.
2025-01-21,2025-01,2025-01-20/2025-01-26,Instagram,EngagementBoost,1,8300,384,29,31,-0.239,#tips,Collab announcement — exciting news.
2024-07-25,2024-07,2024-07-22/2024-07-28,Twitter,Community,5,19923,1157,85,49,0.873,,We hit a milestone — thank you!
2025-06-24,2025-06,2025-06-23/2025-06-29,Facebook,EngagementBoost,2,24539,1741,9,59,0.027,#viral,Live Q&A tomorrow — set a reminder.
2025-09-20,2025-09,2025-09-15/2025-09-21,Facebook,ProductLaunch,2,16481,730,19,58,0.126,#launch #giveaway,New blog post: marketing strategies for 2025.
2025-02-19,2025-02,2025-02-17/2025-02-23,Twitter,,2,7162,102,59,26,-0.117,#howto #marketing,We hit a milestone — thank you!
2025-01-14,2025-01,2025-01-13/2025-01-19,Youtube,HolidayPush,1,10584,93,57,34,-0.229,,Live Q&A tomorrow — set a reminder.
2024-05-23,2024-05,2024-05-20/2024-05-26,Twitter,ProductLaunch,1,3695,320,13,13,0.025,,Customer testimonial — we love feedback.
2024-01-25,2024-01,2024-01-22/2024-01-28,Twitter,HolidayPush,1,2486,171,10,7,0.447,#event,Top 5 tips to boost engagement.
2025-10-29,2025-10,2025-10-27/2025-11-02,Instagram,BrandAwareness,2,15331,819,123,46,0.002,#marketing,Top 5 tips to boost engagement.
2024-03-13,2024-03,2024-03-11/2024-03-17,Facebook,,1,10056,534,2,25,-0.792,#launch,Live Q&A tomorrow — set a reminder.
2025-09-23,2025-09,2025-09-22/2025-09-28,Facebook,Community,1,10146,436,42,21,-0.306,#marketing,Launching our new product today! Check it out.
2024-04-02,2024-04,2024-04-01/2024-04-07,Instagram,,3,27056,1710,89,57,0.74,#event,Launching our new product today! Check it out.
2025-05-19,2025-05,2025-05-19/2025-05-25,Twitter,,2,7964,593,51,20,-0.807,#marketing #brand,New blog post: marketing strategies for 2025.
2025-08-20,2025-08,2025-08-18/2025-08-24,Linkedin,EngagementBoost,3,7957,334,40,29,-0.175,#giveaway,Holiday sale starts now — big discounts!
2024-12-01,2024-12,2024-11-25/2024-12-01,Twitter,,3,13374,871,111,40,0.234,#howto #launch,Launching our new product today! Check it out.
2025-02-28,2025-02,2025-02-24/2025-03-02,Instagram,BrandAwareness,1,7994,341,44,20,0.242,#brand,Customer testimonial — we love feedback.
2025-05-13,2025-05,2025-05-12/2025-05-18,Facebook,BrandAwareness,1,6352,369,19,17,0.25,#event,New blog post: marketing strategies for 2025.
2024-12-29,2024-12,2024-12-23/2024-12-29,Instagram,,1,5413,264,19,6,0.393,#launch,Launching our new product today! Check it out.
2025-09-21,2025-09,2025-09-15/2025-09-21,Youtube,,1,9061,708,48,22,0.003,#howto,Collab announcement — exciting news.
2024-07-17,2024-07,2024-07-15/2024-07-21,Instagram,Community,4,29075,1748,200,109,-0.277,#giveaway,New blog post: marketing strategies for 2025.
2025-02-16,2025-02,2025-02-10/2025-02-16,Facebook,,1,15994,591,41,29,0.003,,Join our giveaway — win prizes!
2024-12-04,2024-12,2024-12-02/2024-12-08,Twitter,BrandAwareness,2,6713,391,30,9,0.498,#news,Collab announcement — exciting news.
2025-10-20,2025-10,2025-10-20/2025-10-26,Youtube,,1,13166,1049,1,23,-0.5,#viral,Collab announcement — exciting news.
2025-03-04,2025-03,2025-03-03/2025-03-09,Instagram,,5,40131,1438,137,100,-0.08,#launch #news,Join our giveaway — win prizes!
2024-05-18,2024-05,2024-05-13/2024-05-19,Facebook,BrandAwareness,1,9469,516,70,27,0.087,#howto,Top 5 tips to boost engagement.
2025-11-23,2025-11,2025-11-17/2025-11-23,Facebook,,1,7660,398,53,24,-0.15,,New blog post: marketing strategies for 2025.
2025-06-25,2025-06,2025-06-23/2025-06-29,Twitter,BrandAwareness,1,4546,291,24,16,-0.104,,Collab announcement — exciting news.
2024-02-26,2024-02,2024-02-26/2024-03-03,Twitter,,2,6171,344,46,17,0.222,#news #viral,New blog post: marketing strategies for 2025.
2024-08-19,2024-08,2024-08-19/2024-08-25,Facebook,,1,6802,457,23,25,0.127,#tips,Behind the scenes from our team meeting.
2025-10-19,2025-10,2025-10-13/2025-10-19,Youtube,,1,17820,813,68,32,0.412,#giveaway,Behind the scenes from our team meeting.
2025-03-10,2025-03,2025-03-10/2025-03-16,Instagram,Community,3,21366,1208,73,89,0.274,#brand,Customer testimonial — we love feedback.
2025-01-18,2025-01,2025-01-13/2025-01-19,Instagram,HolidayPush,2,19114,1068,101,64,0.442,#howto,Launching our new product today! Check it out.
2025-07-13,2025-07,2025-07-07/2025-07-13,Linkedin,ProductLaunch,2,6439,616,63,6,-0.146,,New blog post: marketing strategies for 2025.
2024-07-12,2024-07,2024-07-08/2024-07-14,Instagram,BrandAwareness,1,11366,753,53,35,0.992,#marketing #event,We hit a milestone — thank you!
2025-10-09,2025-10,2025-10-06/2025-10-12,Pinterest,,1,2506,192,4,13,-0.507,#viral #event,Top 5 tips to boost engagement.
2025-06-17,2025-06,2025-06-16/2025-06-22,Facebook,,2,15861,1535,28,80,0.361,#tips,New blog post: marketing strategies for 2025.
2025-06-01,2025-06,2025-05-26/2025-06-01,Facebook,HolidayPush,2,15385,1000,34,45,-0.275,,Behind the scenes from our team meeting.
2024-07-03,2024-07,2024-07-01/2024-07-07,Instagram,,3,21312,1180,50,76,-0.494,#tips,Live Q&A tomorrow — set a reminder.
2024-10-18,2024-10,2024-10-14/2024-10-20,Instagram,Community,2,13714,552,30,25,0.665,#marketing #giveaway #howto,Customer testimonial — we love feedback.
2024-11-30,2024-11,2024-11-25/2024-12-01,Facebook,BrandAwareness,1,6099,215,27,10,-0.05,#giveaway #news,Collab announcement — exciting news.
2024-04-25,2024-04,2024-04-22/2024-04-28,Youtube,,2,23931,402,27,67,-0.366,#brand,Join our giveaway — win prizes!
2024-02-18,2024-02,2024-02-12/2024-02-18,Pinterest,,2,4461,346,22,11,-0.061,#marketing #event #sale,Join our giveaway — win prizes!
2025-11-15,2025-11,2025-11-10/2025-11-16,Instagram,ProductLaunch,4,33562,2320,200,105,-0.158,,Launching our new product today! Check it out.
2024-03-22,2024-03,2024-03-18/2024-03-24,Instagram,,1,8709,481,24,31,0.024,#howto,Launching our new product today! Check it out.
2024-11-28,2024-11,2024-11-25/2024-12-01,Instagram,EngagementBoost,2,15484,849,72,55,-0.035,#sale #brand,New blog post: marketing strategies for 2025.
2025-07-10,2025-07,2025-07-07/2025-07-13,Youtube,BrandAwareness,2,26393,1055,140,106,-0.396,#tips #sale #event,Collab announcement — exciting news.
2024-11-30,2024-11,2024-11-25/2024-12-01,Twitter,ProductLaunch,2,8361,584,48,29,0.102,,Customer testimonial — we love feedback.
2025-06-15,2025-06,2025-06-09/2025-06-15,Instagram,,2,14864,712,62,61,0.075,#howto,New blog post: marketing strategies for 2025.
2024-08-08,2024-08,2024-08-05/2024-08-11,Instagram,HolidayPush,2,18345,1004,38,73,0.648,,Top 5 tips to boost engagement.
2025-09-26,2025-09,2025-09-22/2025-09-28,Twitter,BrandAwareness,1,2422,91,10,6,0.586,#sale,Live Q&A tomorrow — set a reminder.
2024-11-18,2024-11,2024-11-18/2024-11-24,Pinterest,,2,3533,145,13,3,0.082,#viral #sale,Collab announcement — exciting news.
2024-01-03,2024-01,2024-01-01/2024-01-07,Twitter,HolidayPush,2,6889,541,29,12,0.241,#news #viral,Customer testimonial — we love feedback.
2025-11-24,2025-11,2025-11-24/2025-11-30,Instagram,,1,9098,748,18,32,-0.287,#launch #sale #viral,Top 5 tips to boost engagement.
2024-07-24,2024-07,2024-07-22/2024-07-28,Twitter,ProductLaunch,1,2559,90,2,8,0.311,#event,Customer testimonial — we love feedback.
2024-02-09,2024-02,2024-02-05/2024-02-11,Twitter,,1,2899,208,0,14,1.0,#launch,Top 5 tips to boost engagement.
2024-02-28,2024-02,2024-02-26/2024-03-03,Instagram,Community,2,17018,769,8,24,-0.321,,Join our giveaway — win prizes!
2025-07-27,2025-07,2025-07-21/2025-07-27,Instagram,,2,13914,696,4,54,-0.134,#giveaway #event #news,New blog post: marketing strategies for 2025.
2025-10-05,2025-10,2025-09-29/2025-10-05,Facebook,ProductLaunch,1,12514,1051,75,37,0.166,#brand,Holiday sale starts now — big discounts!
2025-05-21,2025-05,2025-05-19/2025-05-25,Instagram,BrandAwareness,2,17955,974,80,39,0.145,#news,Launching our new product today! Check it out.
2025-07-25,2025-07,2025-07-21/2025-07-27,Instagram,,1,6709,363,27,32,0.12,#viral,Collab announcement — exciting news.
2024-05-01,2024-05,2024-04-29/2024-05-05,Twitter,,1,4153,112,13,7,-0.16,#marketing,Holiday sale starts now — big discounts!
2025-04-23,2025-04,2025-04-21/2025-04-27,Linkedin,ProductLaunch,1,4314,229,0,14,-0.411,#tips #marketing,New blog post: marketing strategies for 2025.
2025-09-10,2025-09,2025-09-08/2025-09-14,Facebook,,3,32616,1548,155,138,-0.22,#news,Top 5 tips to boost engagement.
2024-04-05,2024-04,2024-04-01/2024-04-07,Facebook,ProductLaunch,1,11482,794,51,24,0.371,#event,Behind the scenes from our team meeting.
2025-02-17,2025-02,2025-02-17/2025-02-23,Facebook,BrandAwareness,1,14655,720,59,17,0.792,#brand,Top 5 tips to boost engagement.
2024-08-22,2024-08,2024-08-19/2024-08-25,Facebook,BrandAwareness,3,27108,2289,66,98,0.268,,We hit a milestone — thank you!
